_rs_gaia,_q,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia
"[2.730695202055028, 8.825315176730312]",148.0,2.730695202055028,Gaia DR3 5329111136440380032,130.77013978554,-48.08130010409,1.6361480689213768e+18,5329111136440380032,1063466831.0,0.2635,0.2869,0.1145,0.3117,0.3674,4.696,-3.092,0.369,3.534,0.392,-0.0323,0.0602,0.1703,-0.0694,-0.0142,0.009,-0.1468,0.1528,-0.0865,-0.2113,382.0,0.0,379.0,3.0,-0.4987,374.9,0.0,0.0,95.0,0.0,,1.4372,0.0927,-0.267,-0.076,-0.141,0.058,0.132,43.0,27.0,0.584637,48.0,19.0,0.0,0.00847,57.1,0.0,0.0,0.981,0.208,0.0331,0.123,0.115,-87.532,81.72,18.959,1.795,0.0,388.0,207.61642,0.79046,262.65,19.894213,0.004968,39.0,68.953,6.3403,10.875,20.742155,0.099873,39.0,182.69,5.5846,32.713,19.093634,0.033405,1.212,0,0,0,1,0.0,1.648521,0.847942,0.800579,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.67091709565,-3.49580717133,158.91366681157,-62.1226613844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S66G056876,0.280299,8,179224975,1,0,,,,,,,,,,,,,,,,,130.77016035644,-48.08131580948,5.857411,6.325507,-0.2085
"[0.6119018424219114, 7.618145391169914]",149.0,0.6119018424219114,Gaia DR3 5329106192950531840,130.75495784972,-48.16976585795,1.6361480689213768e+18,5329106192950531840,1787621793.0,0.0287,0.0308,1.4995,0.0333,45.0021,5.514,-4.334,0.038,3.409,0.039,-0.0124,-0.0297,-0.0833,0.0925,-0.0179,0.091,-0.2642,0.1821,-0.08,-0.0413,416.0,0.0,416.0,0.0,18.078,1196.0,0.314,20.53,31.0,0.0,1.351,,,,,,,,47.0,28.0,0.055188,49.0,22.0,0.0,0.00978,19.9,0.0,0.0,1.692,0.162,0.0837,0.0712,0.0472,-90.282,-63.433,18.6,-14.264,0.0,395.0,14643.03086,18.804,778.73,15.27329,0.003088,39.0,4399.4,26.203,167.9,16.230062,0.007043,38.0,15217.0,56.662,268.55,14.292103,0.005534,1.34,0,4,0,1,0.0,1.93796,0.956773,0.981187,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.73451047817,-3.55825774531,159.00099799884,-62.20181818939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441241719,0.12897,1,0,8,,,,,,,,,,,,J084301.17-481011.5,0.420626,72,108003575,1,0,10746118,40281471,3.093915,1,0,8,S66G004956,0.153511,8,178485360,1,0,,,,,,08430119-4810111,0.036416,8,101768965,1,0,,,,,,130.75498672887,-48.16978101017,0.606576,0.627179,-0.0493
"[0.6119018424219114, 7.618145391169914]",150.0,0.6119018424219114,Gaia DR3 5329106192950531840,130.75495784972,-48.16976585795,1.6361480689213768e+18,5329106192950531840,1787621793.0,0.0287,0.0308,1.4995,0.0333,45.0021,5.514,-4.334,0.038,3.409,0.039,-0.0124,-0.0297,-0.0833,0.0925,-0.0179,0.091,-0.2642,0.1821,-0.08,-0.0413,416.0,0.0,416.0,0.0,18.078,1196.0,0.314,20.53,31.0,0.0,1.351,,,,,,,,47.0,28.0,0.055188,49.0,22.0,0.0,0.00978,19.9,0.0,0.0,1.692,0.162,0.0837,0.0712,0.0472,-90.282,-63.433,18.6,-14.264,0.0,395.0,14643.03086,18.804,778.73,15.27329,0.003088,39.0,4399.4,26.203,167.9,16.230062,0.007043,38.0,15217.0,56.662,268.55,14.292103,0.005534,1.34,0,4,0,1,0.0,1.93796,0.956773,0.981187,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.73451047817,-3.55825774531,159.00099799884,-62.20181818939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441241719,0.12897,1,0,8,,,,,,,,,,,,J084301.17-481011.5,0.420626,72,108003575,1,0,10746118,40281471,3.093915,1,0,8,S66G004956,0.153511,8,178485360,1,0,,,,,,08430119-4810111,0.036416,8,101768965,1,0,,,,,,130.75498672887,-48.16978101017,0.606576,0.627179,-0.0493
"[0.7448959855762606, 4.145460999404248, 5.289867233443486, 5.850692014020766, 7.678954206964555, 8.187560311546148]",151.0,0.7448959855762606,Gaia DR3 5329102963134866176,130.6381666809,-48.22063400341,1.6361480689213768e+18,5329102963134866176,1766189314.0,0.0548,0.0634,1.3526,0.0662,20.4341,5.524,-4.308,0.078,3.458,0.084,-0.0176,-0.0195,0.0253,0.0218,-0.0527,0.0568,-0.268,0.124,-0.002,-0.1554,376.0,0.0,376.0,0.0,1.6072,436.2,0.182,0.7771,31.0,0.0,1.275,,,,,,,,43.0,25.0,0.122689,47.0,19.0,0.0,0.0105,147.0,0.0,0.0,1.059,0.213,0.0917,0.0901,0.0898,-51.472,-87.104,1.613,-9.934,0.0,385.0,2040.12859,3.4678,588.3,17.413223,0.003316,43.0,376.54,7.4733,50.385,18.899015,0.021729,44.0,2543.6,12.315,206.54,16.234291,0.006474,1.431,0,1,0,2,0.0,2.664724,1.485792,1.178932,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.72673139031,-3.650930753,158.92298886321,-62.28742655618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.997667,3485.5,3480.4,3491.0,4.044,4.0258,4.0618,-0.5816,-0.5921,-0.5653,607.3655,596.2184,619.4337,1.1326,1.1084,1.1523,0.7381,0.7222,0.7509,0.4649,0.4555,0.4725,MARCS,,,,,,,,,,,,,,,,,441244686,0.036782,1,0,8,,,,,,,,,,,,J084233.13-481314.2,0.261484,8,107757653,1,0,,,,,,,S66G049495,0.380112,8,178066897,1,0,,,,,,08423316-4813142,0.060598,8,101548957,1,0,,,,,,130.63819541775,-48.22064937339,1.255778,1.360576,-0.1569
"[0.7448959855762606, 4.145460999404248, 5.289867233443486, 5.850692014020766, 7.678954206964555, 8.187560311546148]",152.0,0.7448959855762606,Gaia DR3 5329102963134866176,130.6381666809,-48.22063400341,1.6361480689213768e+18,5329102963134866176,1766189314.0,0.0548,0.0634,1.3526,0.0662,20.4341,5.524,-4.308,0.078,3.458,0.084,-0.0176,-0.0195,0.0253,0.0218,-0.0527,0.0568,-0.268,0.124,-0.002,-0.1554,376.0,0.0,376.0,0.0,1.6072,436.2,0.182,0.7771,31.0,0.0,1.275,,,,,,,,43.0,25.0,0.122689,47.0,19.0,0.0,0.0105,147.0,0.0,0.0,1.059,0.213,0.0917,0.0901,0.0898,-51.472,-87.104,1.613,-9.934,0.0,385.0,2040.12859,3.4678,588.3,17.413223,0.003316,43.0,376.54,7.4733,50.385,18.899015,0.021729,44.0,2543.6,12.315,206.54,16.234291,0.006474,1.431,0,1,0,2,0.0,2.664724,1.485792,1.178932,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.72673139031,-3.650930753,158.92298886321,-62.28742655618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.997667,3485.5,3480.4,3491.0,4.044,4.0258,4.0618,-0.5816,-0.5921,-0.5653,607.3655,596.2184,619.4337,1.1326,1.1084,1.1523,0.7381,0.7222,0.7509,0.4649,0.4555,0.4725,MARCS,,,,,,,,,,,,,,,,,441244686,0.036782,1,0,8,,,,,,,,,,,,J084233.13-481314.2,0.261484,8,107757653,1,0,,,,,,,S66G049495,0.380112,8,178066897,1,0,,,,,,08423316-4813142,0.060598,8,101548957,1,0,,,,,,130.63819541775,-48.22064937339,1.255778,1.360576,-0.1569
"[0.40586403877127786, 7.583537456120476]",153.0,0.40586403877127786,Gaia DR3 5329108598132004608,130.68731452038,-48.21197117339,1.6361480689213768e+18,5329108598132004608,276933636.0,0.0154,0.0173,1.4148,0.0185,76.3371,6.54,-4.986,0.021,4.233,0.021,-0.0071,-0.0551,-0.102,0.0602,0.0247,0.071,-0.2443,0.2202,-0.0913,-0.0725,399.0,0.0,397.0,2.0,1.0353,431.7,0.0,0.0,31.0,0.0,1.446,,,,,,,,46.0,28.0,0.030888,50.0,20.0,0.0,0.022,168.0,0.0,0.0,1.036,0.214,0.0993,0.123,0.113,-70.943,-79.213,9.138,-9.777,0.0,382.0,19706.13213,14.557,1353.7,14.950864,0.00287,41.0,8254.9,38.472,214.57,15.546765,0.005778,39.0,16436.0,34.905,470.89,14.208377,0.004427,1.253,0,1,0,1,0.0,1.338388,0.595901,0.742487,-21.09,4.82,2,17,8,14,4.246,,,878.788,,4500.0,3.0,-0.25,111,,,,13.755041,0.120847,9,,VARIABLE,266.74005210579,-3.61977370876,158.97106955416,-62.26198780411,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999832,4706.5,4688.6,4722.4,4.3238,4.3075,4.3359,-0.1834,-0.1991,-0.1651,691.5605,680.2734,705.8885,0.3936,0.3757,0.4115,0.3048,0.2906,0.3188,0.1617,0.1542,0.1691,MARCS,,,,,,,,,,,,,,,,,441242119,0.098825,1,0,8,,,,,,,,,,,,J084244.95-481242.9,0.195818,8,107800017,1,0,10725987,40281545,1.832105,1,0,8,S66G004771,0.165269,8,178137492,1,0,,,,,,08424496-4812431,0.01008,8,101586353,1,0,,,,,,130.68734777223,-48.21198998721,0.338283,0.34605,-0.0773
"[0.40586403877127786, 7.583537456120476]",154.0,0.40586403877127786,Gaia DR3 5329108598132004608,130.68731452038,-48.21197117339,1.6361480689213768e+18,5329108598132004608,276933636.0,0.0154,0.0173,1.4148,0.0185,76.3371,6.54,-4.986,0.021,4.233,0.021,-0.0071,-0.0551,-0.102,0.0602,0.0247,0.071,-0.2443,0.2202,-0.0913,-0.0725,399.0,0.0,397.0,2.0,1.0353,431.7,0.0,0.0,31.0,0.0,1.446,,,,,,,,46.0,28.0,0.030888,50.0,20.0,0.0,0.022,168.0,0.0,0.0,1.036,0.214,0.0993,0.123,0.113,-70.943,-79.213,9.138,-9.777,0.0,382.0,19706.13213,14.557,1353.7,14.950864,0.00287,41.0,8254.9,38.472,214.57,15.546765,0.005778,39.0,16436.0,34.905,470.89,14.208377,0.004427,1.253,0,1,0,1,0.0,1.338388,0.595901,0.742487,-21.09,4.82,2,17,8,14,4.246,,,878.788,,4500.0,3.0,-0.25,111,,,,13.755041,0.120847,9,,VARIABLE,266.74005210579,-3.61977370876,158.97106955416,-62.26198780411,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999832,4706.5,4688.6,4722.4,4.3238,4.3075,4.3359,-0.1834,-0.1991,-0.1651,691.5605,680.2734,705.8885,0.3936,0.3757,0.4115,0.3048,0.2906,0.3188,0.1617,0.1542,0.1691,MARCS,,,,,,,,,,,,,,,,,441242119,0.098825,1,0,8,,,,,,,,,,,,J084244.95-481242.9,0.195818,8,107800017,1,0,10725987,40281545,1.832105,1,0,8,S66G004771,0.165269,8,178137492,1,0,,,,,,08424496-4812431,0.01008,8,101586353,1,0,,,,,,130.68734777223,-48.21198998721,0.338283,0.34605,-0.0773
"[0.20174950592875837, 7.308611117412981, 7.659764625329713, 9.579509717267674]",155.0,0.20174950592875837,Gaia DR3 5329123338459413632,130.53662142304,-48.01793605647,1.6361480689213768e+18,5329123338459413632,3342205.0,0.0082,0.0101,1.4144,0.0097,146.5394,5.402,-4.243,0.01,3.344,0.012,-0.0374,-0.0305,-0.1818,0.2639,0.1501,0.2971,-0.3204,0.1291,-0.0733,-0.0871,350.0,350.0,348.0,2.0,-3.2072,438.3,0.035,1.433,31.0,0.0,1.591,,,,,,,,40.0,25.0,0.017427,46.0,19.0,0.0,0.0179,114.0,0.0,0.0,0.879,,,,,,,,,0.0,359.0,217609.92932,40.668,5350.9,12.34317,0.002763,42.0,124690.0,86.393,1443.3,12.59897,0.00289,42.0,134900.0,94.567,1426.5,11.922894,0.003855,1.193,0,0,1,0,0.0,0.676076,0.2558,0.420276,30.63,5.52,1,13,3,11,20.9,7.844,0.0,852.111,48.68,7000.0,4.5,0.0,555,,,,11.695612,0.01946,10,,NOT_AVAILABLE,266.52470959024,-3.57999852295,158.56050073178,-62.1564971809,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999956,6768.9,6759.3,6785.2,3.963,3.9537,3.9874,-0.8696,-0.8829,-0.8529,707.4367,688.3673,716.1219,0.3722,0.3678,0.3786,0.3255,0.3216,0.3312,0.1766,0.1745,0.1797,MARCS,,,,,,,,,,,,,,,,,441248083,0.214992,1,0,40,,,,,,,,,,,,J084208.79-480104.7,0.151546,8,108739434,1,0,10818959,40281915,1.061854,1,0,8,S66G002488,0.222727,8,179758287,1,0,,,,,,08420879-4801046,0.031937,8,102424470,1,0,,,,,,130.53664961595,-48.01795091781,0.168635,0.193169,-0.1127
"[0.20174950592875837, 7.308611117412981, 7.659764625329713, 9.579509717267674]",156.0,0.20174950592875837,Gaia DR3 5329123338459413632,130.53662142304,-48.01793605647,1.6361480689213768e+18,5329123338459413632,3342205.0,0.0082,0.0101,1.4144,0.0097,146.5394,5.402,-4.243,0.01,3.344,0.012,-0.0374,-0.0305,-0.1818,0.2639,0.1501,0.2971,-0.3204,0.1291,-0.0733,-0.0871,350.0,350.0,348.0,2.0,-3.2072,438.3,0.035,1.433,31.0,0.0,1.591,,,,,,,,40.0,25.0,0.017427,46.0,19.0,0.0,0.0179,114.0,0.0,0.0,0.879,,,,,,,,,0.0,359.0,217609.92932,40.668,5350.9,12.34317,0.002763,42.0,124690.0,86.393,1443.3,12.59897,0.00289,42.0,134900.0,94.567,1426.5,11.922894,0.003855,1.193,0,0,1,0,0.0,0.676076,0.2558,0.420276,30.63,5.52,1,13,3,11,20.9,7.844,0.0,852.111,48.68,7000.0,4.5,0.0,555,,,,11.695612,0.01946,10,,NOT_AVAILABLE,266.52470959024,-3.57999852295,158.56050073178,-62.1564971809,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999956,6768.9,6759.3,6785.2,3.963,3.9537,3.9874,-0.8696,-0.8829,-0.8529,707.4367,688.3673,716.1219,0.3722,0.3678,0.3786,0.3255,0.3216,0.3312,0.1766,0.1745,0.1797,MARCS,,,,,,,,,,,,,,,,,441248083,0.214992,1,0,40,,,,,,,,,,,,J084208.79-480104.7,0.151546,8,108739434,1,0,10818959,40281915,1.061854,1,0,8,S66G002488,0.222727,8,179758287,1,0,,,,,,08420879-4801046,0.031937,8,102424470,1,0,,,,,,130.53664961595,-48.01795091781,0.168635,0.193169,-0.1127
[7.417391619870114],157.0,7.417391619870114,Gaia DR3 5329123712104931456,130.58595614941,-48.00154370159,1.6361480689213768e+18,5329123712104931456,112223770.0,0.1409,0.166,0.2438,0.1724,1.4144,3.625,-2.351,0.194,2.759,0.215,0.0056,0.0544,0.0714,0.0811,-0.0604,0.1129,-0.241,0.076,-0.0354,-0.0901,337.0,0.0,337.0,0.0,0.4446,357.6,0.467,0.8068,31.0,0.0,1.43,,,,,,,,38.0,26.0,0.305828,44.0,18.0,0.0,0.0115,112.0,0.0,0.0,1.016,0.189,0.159,0.169,0.0757,-49.512,-79.585,8.283,-28.761,0.0,353.0,483.60383,0.98173,492.61,18.976143,0.003528,41.0,201.47,6.8906,29.238,19.578039,0.037239,40.0,408.74,6.6034,61.898,18.21928,0.017943,1.262,0,1,0,1,0.0,1.358759,0.601896,0.756863,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.53203879956,-3.54388012476,158.5999068393,-62.12457619283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999997,4193.2,4167.8,4234.0,4.7835,4.7351,4.8174,-2.8481,-2.9725,-2.6265,1042.8535,1013.1314,1170.8274,0.0253,0.0073,0.0588,0.019,0.0055,0.0444,0.0103,0.003,0.0241,MARCS,,,,,,,,,,,,,,,,,441247814,0.165368,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G061537,0.269637,8,179897110,1,0,,,,,,,,,,,,,,,,,130.58597176526,-48.00155596566,3.104752,3.481039,-0.0982
[7.417391619870114],158.0,7.417391619870114,Gaia DR3 5329123712104931456,130.58595614941,-48.00154370159,1.6361480689213768e+18,5329123712104931456,112223770.0,0.1409,0.166,0.2438,0.1724,1.4144,3.625,-2.351,0.194,2.759,0.215,0.0056,0.0544,0.0714,0.0811,-0.0604,0.1129,-0.241,0.076,-0.0354,-0.0901,337.0,0.0,337.0,0.0,0.4446,357.6,0.467,0.8068,31.0,0.0,1.43,,,,,,,,38.0,26.0,0.305828,44.0,18.0,0.0,0.0115,112.0,0.0,0.0,1.016,0.189,0.159,0.169,0.0757,-49.512,-79.585,8.283,-28.761,0.0,353.0,483.60383,0.98173,492.61,18.976143,0.003528,41.0,201.47,6.8906,29.238,19.578039,0.037239,40.0,408.74,6.6034,61.898,18.21928,0.017943,1.262,0,1,0,1,0.0,1.358759,0.601896,0.756863,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.53203879956,-3.54388012476,158.5999068393,-62.12457619283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999997,4193.2,4167.8,4234.0,4.7835,4.7351,4.8174,-2.8481,-2.9725,-2.6265,1042.8535,1013.1314,1170.8274,0.0253,0.0073,0.0588,0.019,0.0055,0.0444,0.0103,0.003,0.0241,MARCS,,,,,,,,,,,,,,,,,441247814,0.165368,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G061537,0.269637,8,179897110,1,0,,,,,,,,,,,,,,,,,130.58597176526,-48.00155596566,3.104752,3.481039,-0.0982
"[0.15965595280103984, 3.444940434141202, 4.377319972687372]",159.0,0.15965595280103984,Gaia DR3 5329108598132012544,130.69376021495,-48.21753869259,1.6361480689213768e+18,5329108598132012544,275191111.0,0.195,0.2182,1.317,0.2347,5.6102,5.321,-4.299,0.268,3.135,0.273,0.0855,0.0037,-0.0818,-0.0038,0.0619,0.0122,-0.2241,0.1427,-0.1373,0.029,377.0,0.0,377.0,0.0,139.1954,32540.0,2.756,1175.0,31.0,0.0,1.349,,,,,,,,44.0,27.0,0.384461,48.0,20.0,0.0,0.0593,151.0,0.0,0.0,9.234,0.153,0.125,0.0294,0.0884,-58.377,-67.88,13.438,-9.212,0.0,376.0,11458.40476,26.456,433.1,15.539557,0.003725,37.0,3542.9,21.875,161.96,16.465145,0.007261,34.0,12481.0,53.19,234.65,14.507289,0.005974,1.398,0,1,0,0,0.0,1.957856,0.925589,1.032268,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.74709774875,-3.61980998589,158.98539833982,-62.26421754864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441242120,0.117714,1,0,8,,,,,,,,,,,,J084246.50-481303.2,0.060492,8,107772642,1,0,,,,,,,S66G004742,0.152937,8,178091936,1,0,,,,,,08424650-4813032,0.064795,8,101562300,1,0,,,,,,130.69378889329,-48.21755262774,4.301031,4.42725,0.0283
"[0.15965595280103984, 3.444940434141202, 4.377319972687372]",160.0,0.15965595280103984,Gaia DR3 5329108598132012544,130.69376021495,-48.21753869259,1.6361480689213768e+18,5329108598132012544,275191111.0,0.195,0.2182,1.317,0.2347,5.6102,5.321,-4.299,0.268,3.135,0.273,0.0855,0.0037,-0.0818,-0.0038,0.0619,0.0122,-0.2241,0.1427,-0.1373,0.029,377.0,0.0,377.0,0.0,139.1954,32540.0,2.756,1175.0,31.0,0.0,1.349,,,,,,,,44.0,27.0,0.384461,48.0,20.0,0.0,0.0593,151.0,0.0,0.0,9.234,0.153,0.125,0.0294,0.0884,-58.377,-67.88,13.438,-9.212,0.0,376.0,11458.40476,26.456,433.1,15.539557,0.003725,37.0,3542.9,21.875,161.96,16.465145,0.007261,34.0,12481.0,53.19,234.65,14.507289,0.005974,1.398,0,1,0,0,0.0,1.957856,0.925589,1.032268,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.74709774875,-3.61980998589,158.98539833982,-62.26421754864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441242120,0.117714,1,0,8,,,,,,,,,,,,J084246.50-481303.2,0.060492,8,107772642,1,0,,,,,,,S66G004742,0.152937,8,178091936,1,0,,,,,,08424650-4813032,0.064795,8,101562300,1,0,,,,,,130.69378889329,-48.21755262774,4.301031,4.42725,0.0283
"[3.0404370212993754, 3.5846986607423417, 4.719431451963618, 6.400798296242222, 6.539251347016194, 7.249717759005671, 7.434598430079699, 7.694746126398995]",161.0,3.0404370212993754,Gaia DR3 5329115641867986176,130.46464781822,-48.1656167695,1.6361480689213768e+18,5329115641867986176,358807668.0,0.2539,0.2942,-0.6379,0.3131,-2.0371,7.33,-5.016,0.353,5.345,0.406,-0.0125,0.117,0.0233,-0.0445,0.1703,0.0767,-0.2857,0.1887,-0.1133,-0.1898,345.0,0.0,344.0,1.0,-0.1075,353.7,0.0,2.186e-15,95.0,0.0,,1.3149,0.0874,-0.218,0.017,-0.108,0.04,0.152,41.0,25.0,0.592362,44.0,18.0,0.0,0.018,116.0,0.0,0.0,0.995,0.206,0.128,0.106,0.102,-58.517,-82.683,18.255,4.358,0.0,336.0,210.50983,0.81491,258.32,19.879187,0.005026,35.0,76.092,5.1647,14.733,20.635193,0.073747,37.0,207.77,6.2617,33.181,18.953953,0.032939,1.348,0,2,0,0,0.0,1.68124,0.756006,0.925234,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.61208203537,-3.70851932814,158.65039327617,-62.30605208016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.46468124124,-48.16564052725,5.643577,6.580483,-0.1887
